,ISO,dt_00,dt_01,dt_02,dt_03,dt_04,dt_05,dt_06,dt_07,dt_08,dt_09,dt_10,dt_11,dt_12,dt_13,dt_14,dt_15,dt_16,dt_17,dt_18,dt_19,dt_20,dt_21,dt_22,dt_23,dt_24,dt_25,dt_26,dt_27,dt_28,dt_29,dt_30,dt_31,dt_32,dt_33,dt_34,dt_35,dt_36,evaldt_00,evaldt_01,evaldt_02,evaldt_03,evaldt_04,evaldt_05,evaldt_06,evaldt_07,evaldt_08,evaldt_09,evaldt_10,evaldt_11,evaldt_12,evaldt_13,evaldt_14,evaldt_15,evaldt_16,evaldt_17,evaldt_18,evaldt_19,evaldt_20,evaldt_21,evaldt_22,evaldt_23,evaldt_24,evaldt_25,evaldt_26,evaldt_27,evaldt_28,evaldt_29,evaldt_30,evaldt_31,evaldt_32,evaldt_33,evaldt_34,evaldt_35,evaldt_36
2729,URY,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2730,UZB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2731,VEN,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2732,VNM,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2733,YEM,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2734,ZMB,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2735,ZWE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13
2736,ALB,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2737,DZA,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2738,AGO,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2739,ATG,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2740,ARG,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2741,ARM,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2742,AZE,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2743,BHS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2744,BHR,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2745,BGD,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2746,BLR,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2747,BEN,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2748,BOL,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2749,BIH,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2750,BWA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2751,BRA,6,6,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2752,BGR,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2753,BFA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2754,CPV,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2755,CMR,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2756,CAF,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2757,TCD,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2758,CHN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2759,COL,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2760,COG,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2761,CRI,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2762,CIV,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
2763,HRV,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13
